color_idx_ind,target_acc,mode,response_deadline,block_number,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,trials_training_deadline.thisRepN,trials_training_deadline.thisTrialN,trials_training_deadline.thisN,trials_training_deadline.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials_staircase.thisRepN,trials_staircase.thisTrialN,trials_staircase.thisN,trials_staircase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_ind.started,stimulus_ind.stopped,key_resp_ind.keys,key_resp_ind.rt,key_resp_ind.started,key_resp_ind.stopped,fixation_cross_1_ind.started,fixation_cross_1_ind.stopped,text.started,text.stopped,dummy_text.started,dummy_text.stopped,stim_ind_color_rgb_r,stim_ind_color_rgb_g,stim_ind_color_rgb_b,text_break_block.started,text_break_block.stopped,participant,session,accuracy_weighting,color_mapping,block_difficulties,date,expName,psychopyVersion,frameRate,
0,0.9,training,1000000000000,,0,0,0,0,,,,,,,,,,,,,,,,,1389.4555191780019,None,d,1.7264507290019537,1389.5554394610008,None,1388.9590654019994,1389.3720249129983,1391.3072269490003,1391.8056713869955,1391.3072269490003,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
3,0.9,training,1000000000000,,0,1,1,1,,,,,,,,,,,,,,,,,1392.4060989079953,None,k,0.8960169839992886,1392.5058766789953,None,1391.9057292959988,1392.3223892399983,1393.423683766996,1393.9233157009949,1393.423683766996,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
1,0.9,training,1000000000000,,0,2,2,2,,,,,,,,,,,,,,,,,1394.5233554259976,None,f,1.0182671639995533,1394.6236135689978,None,1394.0237003079965,1394.4402804650017,1395.6738217039965,1396.1740984419957,1395.6738217039965,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
2,0.9,training,1000000000000,,0,3,3,3,,,,,,,,,,,,,,,,,1396.773848881996,None,j,0.7835848339964286,1396.8742240169959,None,1396.2738891469999,1396.690484494,1397.6907105770006,1398.1751977469976,1397.6907105770006,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
1,0.9,training,1000000000000,,0,4,4,4,,,,,,,,,,,,,,,,,1398.7751303600016,None,f,0.9028831870018621,1398.8750364669977,None,1398.2749503570012,1398.6916770769967,1399.8085291349998,1400.308910738997,1399.8085291349998,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
2,0.9,training,1000000000000,,0,5,5,5,,,,,,,,,,,,,,,,,1400.908799222001,None,j,1.1931088709970936,1401.0087925209955,None,1400.4085375369978,1400.8253969200014,1402.2255460609958,1402.7245710979987,1402.2255460609958,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
3,0.9,training,1000000000000,,0,6,6,6,,,,,,,,,,,,,,,,,1403.3100122370015,None,k,0.9436573529965244,1403.410191777999,None,1402.8099083759953,1403.2266394239996,1404.3767561810018,1404.8769287460018,1404.3767561810018,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
2,0.9,training,1000000000000,,0,7,7,7,,,,,,,,,,,,,,,,,1405.4771281499998,None,j,0.8410895710039767,1405.5768345659963,None,1404.9768041770003,1405.3936101200015,1406.443620248996,1406.9438054720013,1406.443620248996,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
0,0.9,training,1000000000000,,0,8,8,8,,,,,,,,,,,,,,,,,1407.544007544995,None,d,0.8296611080004368,1407.6440791679997,None,1407.0438101679974,1407.4608187900012,1408.4948791069983,1408.9949893640005,1408.4948791069983,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
3,0.9,training,1000000000000,,0,9,9,9,,,,,,,,,,,,,,,,,1409.5950018479998,None,k,0.7627160660049412,1409.6951491319996,None,1409.0949601059983,1409.5118866129997,1410.4784681079982,1410.9787714609993,1410.4784681079982,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
1,0.9,training,1000000000000,,0,10,10,10,,,,,,,,,,,,,,,,,1411.5787020479984,None,f,1.1711448810019647,1411.678710631997,None,1411.0786292310004,1411.4952850670015,1412.879720828998,1413.3799058619989,1412.879720828998,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
2,0.9,training,1000000000000,,0,11,11,11,,,,,,,,,,,,,,,,,1413.9797704109951,None,j,0.682023121000384,1414.0797903939965,None,1413.4796969999952,1413.8966526199947,1414.7799072759954,1415.2802274009955,1414.7799072759954,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
3,0.9,training,1000000000000,,0,12,12,12,,,,,,,,,,,,,,,,,1415.8801523090006,None,k,0.6616341550034122,1415.9802544019985,None,1415.3800508150016,1415.7968822350012,1416.6636156079985,1417.163663512998,1416.6636156079985,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
2,0.9,training,1000000000000,,0,13,13,13,,,,,,,,,,,,,,,,,1417.748592347998,None,j,0.7138022379949689,1417.8480984459966,None,1417.2636586820008,1417.6802510019988,1418.581404231998,1419.0814080929995,1418.581404231998,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
3,0.9,training,1000000000000,,0,14,14,14,,,,,,,,,,,,,,,,,1419.6815084659975,None,k,0.868248915001459,1419.7816177060013,None,1419.181578591997,1419.598311196998,1420.6817886159988,1421.1817532459972,1420.6817886159988,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
1,0.9,training,1000000000000,,0,15,15,15,,,,,,,,,,,,,,,,,1421.781842999997,None,f,0.8318342620041221,1421.8820005029993,None,1421.2818106769992,1421.6984401480004,1422.7306924399963,1423.216320155996,1422.7306924399963,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
3,0.9,training,1000000000000,,0,16,16,16,,,,,,,,,,,,,,,,,1423.8163865249953,None,k,0.7174075420043664,1423.91637128,None,1423.316286882,1423.733022788001,1424.6663269749988,1425.1666782399989,1424.6663269749988,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
0,0.9,training,1000000000000,,0,17,17,17,,,,,,,,,,,,,,,,,1425.766724780995,None,d,0.8472138799988898,1425.8666586239997,None,1425.2666126479962,1425.6834178559948,1426.7333173590014,1427.2335649289962,1426.7333173590014,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
2,0.9,training,1000000000000,,0,18,18,18,,,,,,,,,,,,,,,,,1427.8177636769979,None,j,0.6839484999945853,1427.9178637119985,None,1427.3335320849947,1427.741796702001,1428.6344369639992,1429.134691250998,1428.6344369639992,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
1,0.9,training,1000000000000,,0,19,19,19,,,,,,,,,,,,,,,,,1429.7348265580003,None,f,0.8230365839990554,1429.834801814999,None,1429.2345499680014,1429.6513426759993,1430.6848210969983,1431.1850245109963,1430.6848210969983,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
0,0.9,training,1000000000000,,0,20,20,20,,,,,,,,,,,,,,,,,1431.7850100379947,None,d,1.6447835059952922,1431.8850320950005,None,1431.2849966899958,1431.701666162,1433.5526319369965,1434.052961772999,1433.5526319369965,None,,,,,,16,001,exponential,ybgr,0.35-0.75,2021_May_20_1429,color_judgement_and_subjective_perception,2020.2.10,60.03605104778243,
