color_idx_ind,target_acc,mode,response_deadline,block_number,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,trials_training_deadline.thisRepN,trials_training_deadline.thisTrialN,trials_training_deadline.thisN,trials_training_deadline.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials_staircase.thisRepN,trials_staircase.thisTrialN,trials_staircase.thisN,trials_staircase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_ind.started,stimulus_ind.stopped,key_resp_ind.keys,key_resp_ind.rt,key_resp_ind.started,key_resp_ind.stopped,fixation_cross_1_ind.started,fixation_cross_1_ind.stopped,text.started,text.stopped,dummy_text.started,dummy_text.stopped,stim_ind_color_rgb_r,stim_ind_color_rgb_g,stim_ind_color_rgb_b,text_break_block.started,text_break_block.stopped,participant,session,accuracy_weighting,color_mapping,block_difficulties,date,expName,psychopyVersion,frameRate,
0,0.9,training,1000000000000,,0,0,0,0,,,,,,,,,,,,,,,,,82.64593862199763,None,d,1.065570224000112,82.74598030099878,None,82.14665586000046,82.5627147799969,83.8314696769994,84.28733472800013,83.8314696769994,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
2,0.9,training,1000000000000,,0,1,1,1,,,,,,,,,,,,,,,,,84.86309465599697,None,j,0.8724671790005232,84.96310452899706,None,84.36141060099908,84.7797805299997,85.85167748999811,86.22979285399924,85.85167748999811,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
3,0.9,training,1000000000000,,0,2,2,2,,,,,,,,,,,,,,,,,86.82996124899728,None,k,0.5776006429987319,86.91385985899979,None,86.32974144299806,86.74648444799823,87.51396214600027,88.01403496199782,87.51396214600027,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
2,0.9,training,1000000000000,,0,3,3,3,,,,,,,,,,,,,,,,,88.61427324399847,None,j,0.8333042899976135,88.71430029899784,None,88.11403264099863,88.53078848099904,89.56422508499963,90.06436892199781,89.56422508499963,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
1,0.9,training,1000000000000,,0,4,4,4,,,,,,,,,,,,,,,,,90.66444409299947,None,f,0.4630088539997814,90.76457883299736,None,90.16440267299913,90.58116697399964,91.24777117999838,91.74793637699986,91.24777117999838,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
3,0.9,training,1000000000000,,0,5,5,5,,,,,,,,,,,,,,,,,92.33243016699998,None,k,0.5073173099990527,92.43226926199713,None,91.84667290299694,92.2488885169987,92.965543798,93.46565133999684,92.965543798,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
1,0.9,training,1000000000000,,0,6,6,6,,,,,,,,,,,,,,,,,94.06581805399765,None,f,1.1335112500019022,94.16594811599862,None,93.56561621899891,93.98255076100031,95.33247628699974,95.83276072399894,95.33247628699974,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
3,0.9,training,1000000000000,,0,7,7,7,,,,,,,,,,,,,,,,,96.43284116900031,None,k,0.806715938000707,96.53287614799774,None,95.93270958299763,96.34948949599857,97.36701000599714,97.86717867999687,97.36701000599714,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
0,0.9,training,1000000000000,,0,8,8,8,,,,,,,,,,,,,,,,,98.46717337099835,None,d,0.3401405139993585,98.56741443899955,None,97.96716307599854,98.38392168499922,98.9339618390004,99.43427068999881,98.9339618390004,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
1,0.9,training,1000000000000,,0,9,9,9,,,,,,,,,,,,,,,,,100.03417893599908,None,f,0.6374452809977811,100.13413619899802,None,99.53427032999753,99.95096562499748,100.80096707999837,101.30121212299855,100.80096707999837,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
0,0.9,training,1000000000000,,0,10,10,10,,,,,,,,,,,,,,,,,101.88548861699746,None,d,0.6501636100001633,101.98531169799753,None,101.40106693499911,101.81787427399831,102.66857885699937,103.16883148399938,102.66857885699937,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
3,0.9,training,1000000000000,,0,11,11,11,,,,,,,,,,,,,,,,,103.76895528000023,None,k,0.37452871200002846,103.86904258799768,None,103.26877399399746,103.68564193599741,104.26888102399971,104.76921375599704,104.26888102399971,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
2,0.9,training,1000000000000,,0,12,12,12,,,,,,,,,,,,,,,,,105.36919324499831,None,j,0.2064198949992715,105.4691618939978,None,104.86904549899918,105.28594597199844,105.7026744399991,106.20264448799935,105.7026744399991,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
3,0.9,training,1000000000000,,0,13,13,13,,,,,,,,,,,,,,,,,106.80275202799749,None,k,0.388511858000129,106.88706484199793,None,106.3026503330002,106.71935817299891,107.3035779799975,107.80360559899782,107.3035779799975,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
1,0.9,training,1000000000000,,0,14,14,14,,,,,,,,,,,,,,,,,108.40392461499869,None,f,0.2758002240007045,108.50381489499705,None,107.90379675499935,108.32050745999732,108.80374785599997,109.30411693499991,108.80374785599997,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
2,0.9,training,1000000000000,,0,15,15,15,,,,,,,,,,,,,,,,,109.90419858599853,None,k,0.38340012000116985,110.00413617799859,None,109.40390861099877,109.82086014899687,110.4044743409977,110.90439324099862,110.4044743409977,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
0,0.9,training,1000000000000,,0,16,16,16,,,,,,,,,,,,,,,,,111.50430059299833,None,d,0.8151240320003126,111.60444791199916,None,111.00410432699937,111.42093533699881,112.43858945999818,112.93871262399989,112.43858945999818,None,,,,,,11,001,exponential,gyrb,0.35-0.75,2021_May_19_1305,color_judgement_and_subjective_perception,2020.2.10,60.10826761253875,
