color_idx_ind,target_acc,mode,response_deadline,block_number,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,trials_training_deadline.thisRepN,trials_training_deadline.thisTrialN,trials_training_deadline.thisN,trials_training_deadline.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials_staircase.thisRepN,trials_staircase.thisTrialN,trials_staircase.thisN,trials_staircase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_ind.started,stimulus_ind.stopped,key_resp_ind.keys,key_resp_ind.rt,key_resp_ind.started,key_resp_ind.stopped,fixation_cross_1_ind.started,fixation_cross_1_ind.stopped,text.started,text.stopped,dummy_text.started,dummy_text.stopped,stim_ind_color_rgb_r,stim_ind_color_rgb_g,stim_ind_color_rgb_b,text_break_block.started,text_break_block.stopped,participant,session,accuracy_weighting,color_mapping,block_difficulties,date,expName,psychopyVersion,frameRate,
1,0.9,training,1000000000000,,0,0,0,0,,,,,,,,,,,,,,,,,24.442203650996817,None,f,0.7310333189998346,24.542215139998007,None,23.94520141599787,24.35902909699871,25.294097854999563,25.79222601299989,25.294097854999563,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
2,0.9,training,1000000000000,,0,1,1,1,,,,,,,,,,,,,,,,,26.392202879997058,None,j,0.756884006998007,26.492271131999587,None,25.892345012998703,26.309110042999237,27.276538330999756,27.776881082998443,27.276538330999756,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
3,0.9,training,1000000000000,,0,2,2,2,,,,,,,,,,,,,,,,,28.376764951997757,None,k,0.6283837750015664,28.476771010999073,None,27.876790195998183,28.293376836998505,29.12676694399852,29.627137085997674,29.12676694399852,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
1,0.9,training,1000000000000,,0,3,3,3,,,,,,,,,,,,,,,,,30.227145937999012,None,f,0.626042995001626,30.327100880997023,None,29.727059635999467,30.143786379998346,30.97699822699724,31.47727521900015,30.97699822699724,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
2,0.9,training,1000000000000,,0,4,4,4,,,,,,,,,,,,,,,,,32.06150781899851,None,j,0.9116684830005397,32.16156342499744,None,31.577187806997244,31.978211549998377,33.09482174599907,33.59514931999729,33.09482174599907,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
1,0.9,training,1000000000000,,0,5,5,5,,,,,,,,,,,,,,,,,34.14530687899969,None,f,0.7251871100015705,34.24398610999924,None,33.6951291569967,34.07850248499744,34.99507868699948,35.495478647997516,34.99507868699948,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
3,0.9,training,1000000000000,,0,6,6,6,,,,,,,,,,,,,,,,,36.09537435499806,None,k,0.597699834001105,36.19545381599892,None,35.595420645997365,36.01198460500018,36.81312247099777,37.31334783899729,36.81312247099777,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
2,0.9,training,1000000000000,,0,7,7,7,,,,,,,,,,,,,,,,,37.91336697599763,None,j,0.883919463998609,38.013257647999126,None,37.413224918000196,37.82991812199907,38.93000740400021,39.43002771999818,38.93000740400021,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
0,0.9,training,1000000000000,,0,8,8,8,,,,,,,,,,,,,,,,,40.030254072997195,None,d,0.6468158929965284,40.13035938399844,None,39.530213420999644,39.94684429999688,40.796903938997275,41.29699048799739,40.796903938997275,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
3,0.9,training,1000000000000,,0,9,9,9,,,,,,,,,,,,,,,,,41.88131508399965,None,k,0.5717701640023733,41.981374514998606,None,41.396864061996894,41.797986658999434,42.581337373998394,43.08154872799787,42.581337373998394,None,,,,,,9,001,exponential,gyrb,0.35-0.75,2021_May_19_0941,color_judgement_and_subjective_perception,2020.2.10,60.016988048737744,
